icao,iata,name,callsign,country,active
BGH,"",BH Air,BALKAN HOLIDAYS,Bulgaria,N
BHL,"",Bristow Helicopters,BRISTOW,United Kingdom,N
BHS,UP,Bahamasair,BAHAMAS,Bahamas,Y
BIN,"",Boise Interagency Fire Center,BISON-AIR,United States,N
BKH,"",RAF Barkston Heath,"",United Kingdom,N
BMJ,CH,Bemidji Airlines,BEMIDJI,United States,Y
BOD,"",Bond Air Services,UGABOND,Uganda,N
BRM,"",Air 500,BOOMERANG,Canada,N
BTV,7P,Metro Batavia,BATAVIA,Indonesia,Y
BZL,BZ,Aero Brazil,"",Brazil,N
CCB,"",CARICOM AIRWAYS (BARBADOS) INC.,"",Barbados,Y
CCI,PT,Capital Cargo International Airlines,CAPPY,United States,N
CDR,"",Canadian Regional Airlines,CANADIAN REGIONAL,Canada,N
CEX,"",Capitol Air Express,CAPITOL EXPRESS,United States,N
CGI,"",Rusair JSAC,CGI-RUSAIR,Russia,N
CKM,"",BKS Air (Rivaflecha),COSMOS,Spain,N
CKS,K4,Kalitta Air,CONNIE,United States,N
CLR,"",Trans America,CLINTON AIRWAYS,United States,N
CPB,"",Corpac Canada,PENTA,Canada,N
CPI,"",CAI,AIRCAI,Italy,N
CRG,2G,Cargoitalia,WHITE PELICAN,Italy,N
CRM,"",Commander Mexicana,COMMANDERMEX,Mexico,N
CRO,"",Crown Airways,CROWN AIRWAYS,United States,Y
CRR,"",Carranza,CARRANZA,Chile,N
CUD,"",Air Cudlua,Cudlua,United Kingdom,Y
CVO,"",Center Vol,CENTERVOL,Spain,N
CWL,"",Cranwell Flying Training Unit,CRANWELL,United Kingdom,N
CYM,"",Compass Airlines (Australia),Compair,Australia,N
DAA,"",Decatur Aviation,DECUR,United States,N
DAF,"",Danish Air Force,DANISH AIRFORCE,Denmark,N
DAU,D5,Dauair,DAUAIR,Germany,N
DBA,"",Air Alpha,DOUBLE-A,United States,N
DCE,"",Dutch Caribbean Express,DUTCH CARIBBEAN,Netherlands Antilles,N
DHE,"",DAP Helicopteros,HELIDAP,Chile,N
DHL,ER,Astar Air Cargo,DAHL,United States,N
DHV,"",DHL Aviation,WORLDSTAR,South Africa,N
DJA,HO,Antinea Airlines,ANTINEA,Algeria,N
DRD,NM,Air Madrid,ALADA AIR,Spain,Y
DRE,"",Drummond Island Air,MICHIGAN,United States,N
DTA,DT,TAAG Angola Airlines,DTA,Angola,Y
DUN,"",Dun'Air,DUNAIR,Mauritania,N
DWT,0D,Darwin Airline,DARWIN,Switzerland,Y
EAH,"",Baltimore Airways,EASTERN,United States,N
EBG,"",Eurosense,EUROSENSE,Bulgaria,N
ECS,"",Executive Aircraft Charter and Charter Services,ECHO,Ireland,N
ECU,"",Ecuavia,ECUAVIA,Ecuador,Y
EHA,"",East Hampton Aire,AIRE HAMPTON,United States,N
EIN,EI,Aer Lingus,SHAMROCK,Ireland,Y
ELK,--,ELK Airways,"",Estonia,Y
ELL,OV,Estonian Air,ESTONIAN,Estonia,Y
ENV,"",Victoria Aviation,ENDEAVOUR,United Kingdom,N
EPE,"",Aero Empresarial,AEROEMPRESARIAL,Mexico,N
ERO,7L,Sun D'Or,ECHO ROMEO,Israel,Y
ESB,"",Aerosaba,AEROSABA,Mexico,N
ESC,"",El Sol De America,SOLAMERICA,Venezuela,N
ESI,"",ESI Eliservizi Italiani,ELISERVIZI,Italy,N
ETS,"",Flygtransporter I Nykoping,EXTRANS,Sweden,N
EU9,EX,Europe Jet,"",France,Y
EUG,"",Euroguineana de Aviacion,EUROGUINEA,Equatorial Guinea,N
EXZ,"",East African Safari Air Express,TWIGA,Kenya,N
FAJ,PC,Air Fiji,FIJIAIR,Fiji,N
FCE,"",Flycolumbia,FLYCOLUMBIA,Spain,N
FCK,"",Flight Calibration Service,NAV CHECKER,Germany,N
FDF,"",IVV Femida,"",Russia,N
FDR,"",Federal Air,FEDAIR,South Africa,N
FHY,"",Free Bird Airlines,FREE BIRD,Turkey,N
FLC,"",FINFO Flight Inspection Aircraft,FLIGHT CHECK,United States,N
FMT,"",Air Fret De Mauritanie,"",Mauritania,N
FNY,"",France Marine Nationale,FRENCH NAVY,France,N
FOB,"",Ford Motor Company,FORDAIR,United Kingdom,N
FRL,"",Freedom Airlines,FREEDOM AIR,United States,Y
FTA,2F,Frontier Flying Service,FRONTIER-AIR,United States,Y
FTE,"",Fotografia F3,FOTOGRAFIA,Spain,N
GBN,"",Atlantic Airlines,ATLANTIC GABON,Gabon,N
GDK,"",Goldeck-Flug,GOLDECK FLUG,Austria,N
GEE,"",Geesair,GEESAIR,Canada,N
GER,GM,German International Air Lines,"",Germany,Y
GFN,"",The 955 Preservation Group,GRIFFON,United Kingdom,N
GGC,GG,Cargo 360,LONG-HAUL,United States,N
GMH,"",Hughes Aircraft Company,HUGHES EXPRESS,United States,N
GMI,ST,Germania,GERMANIA,Germany,Y
GMJ,"",Gamisa Aviacion,GAMISA,Spain,N
GNZ,"",General Aviation,GONZO,Poland,N
GSJ,"",Grossmann Jet Service,GROSSJET,Czech Republic,N
GSP,"",Airlift Alaska,GREEN SPEED,United States,N
GWN,"",Gwyn Aviation,GWYN,United Kingdom,N
HAH,GG,Air Comores International,AIR COMORES,Comoros,N
HDI,"",Hoteles Dinamicos,DINAMICOS,Mexico,N
HED,"",Herritage Aviation Developments,FLAPJACK,United Kingdom,N
HEM,"",CHC Helicopters,HEMS,Australia,N
HGR,"",Hangar 8,HANG,United Kingdom,N
HIS,"",Hispaniola Airways,HISPANIOLA,Dominican Republic,N
HJE,"",Servicios Ejecutivos Gosa,GOSA,Mexico,N
HLE,"",UK HEMS,HELIMED,United Kingdom,N
HNR,"",Haiti National Airlines (HANA),HANAIR,Haiti,N
HRH,WR,Royal Tongan Airlines,TONGA ROYAL,Tonga,N
HSR,"",Citylink Airlines,HOOSIER,United States,N
HZT,8C,Air Horizon,HORIZON TOGO,Togo,N
IBB,NT,Binter Canarias,"",Spain,Y
IBK,"",Norwegian Air International (D8),NORTRANS,Norway,Y
IBR,"",Ibertour Servicios Aereos,IBERTOUR,Spain,N
IDA,"",Indonesia Air Transport,INTRA,Indonesia,N
ILF,"",Island Air Charters,ISLAND FLIGHT,United States,N
IMP,HT,Hellenic Imperial Airways,IMPERIAL,Greece,Y
IOM,"",Island Aviation and Travel,ISLE AVIA,United Kingdom,N
IRE,"",Pariz Air,PARIZAIR,Iran,N
ISM,"",Auo Airclub AIST-M,STORK,Russia,N
IVT,"",Interaviatrans,INTERAVIA,Ukraine,N
IWA,ZM,Apache Air,APACHE,United States,Y
IWS,"",Aviainvest,"",Russia,N
JCF,"",Jet Center Flight Training,JET CENTER,Spain,N
JCK,"",Jackson Air Services,JACKSON,Canada,N
JIB,"",Jibair,JIBAIRLINE,Djibouti,N
JTM,"",Exxavia Limited,SKYMAN,Ireland,N
KAW,"",Kaz Air West,KAZWEST,Kazakhstan,N
KBA,"",Kenn Borek Air,BOREK AIR,Canada,N
KHM,"",Cambodia Airlines,CAMBODIA AIRLINES,Cambodia,N
KOE,"",Northland Aviation,KOKEE,United States,N
KSM,"",Kosmos,KOSMOS,Russia,Y
KTA,"",Kirov Air Enterprise,VYATKA-AVIA,Russia,N
KUS,"",National Airlines,KUSWAG,South Africa,N
LAA,LN,Libyan Arab Airlines,LIBAIR,Libya,Y
LAF,"",Latvian Air Force,LATVIAN AIRFORCE,Latvia,N
LAG,"",Aerovias De Lagos,AEROLAGOS,Mexico,N
LCH,"",Lynch Flying Service,LYNCH AIR,United States,N
LDN,"",Al-Donas Airlines,ALDONAS AIR,Nigeria,N
LPE,LP,LAN Peru,LANPERU,Peru,Y
LSP,"",Spectrum Aviation Incorporated,AIR TONY,United Kingdom,N
LVD,"",Luftfahrt-Vermietungs-Dienst,AIR SANTE,Austria,N
MAK,IN,MAT Macedonian Airlines,MAKAVIO,Macedonia,Y
MCA,"",MCA Airlines,CALSON,Sweden,Y
MCH,"",McAlpine Helicopters,MACLINE,United Kingdom,N
MCK,CC,Macair Airlines,"",Australia,Y
MCL,"",Medical Aviation Services,MEDIC,United Kingdom,N
MGL,OM,MIAT Mongolian Airlines,MONGOL AIR,Mongolia,Y
MGX,YM,Montenegro Airlines,MONTAIR,Montenegro,Y
MLK,"",Millennium Air,NIGERJET,Nigeria,N
MNJ,IM,Menajet,MENAJET,Lebanon,N
MRD,"",Meridian Air Cargo,MERIDIAN,United States,N
MTY,"",Air Montegomery,MONTY,United Kingdom,N
MYO,"",Dominguez Toledo (Grupo Mayoral),MAYORAL,Spain,N
NAL,NA,National Airlines,NATIONAL,United States,N
NAR,"",Air Continental Inc,NIGHT AIR,United States,N
NCR,N8,National Air Cargo,"",United States,Y
NFT,"",Nefteyugansk Aviation Division,NEFTEAVIA,Russia,N
NSF,"",Northamptonshire School of Flying,NORTON,United Kingdom,N
NUN,"",Nunasi-Central Airlines,NUNASI,Canada,N
NWS,"",NordWind Airlines,NORDLAND,Russia,N
OAA,"",Oxley Aviation,"",Australia,N
OCO,"",Ostend Air College,AIR COLLEGE,Belgium,N
OED,"",Orion Air Charter,ORION CHARTER,South Africa,N
OIC,"",Iwamoto Crane Co Ltd,"",Japan,N
ONE,O6,Oceanair,OCEANAIR,Brazil,Y
OOT,"",Out Of The Blue Air Safaris,OOTBAS,South Africa,N
ORK,"",Orca Air,ORCA TAXI,Egypt,N
OSL,SO,Sosoliso Airlines,SOSOLISO,Nigeria,N
PAI,"",Paradise Airways,SEA RAY,United States,N
PCN,"",Princeton Aviation Corporation,PRINCETON,United States,N
PER,"",Pioneers Limited,"",Pakistan,N
PHE,"",Pawan Hans,PAWAN HANS,India,N
PIR,NR,Pamir Airways,PAMIR,Afghanistan,N
PLU,"",Pilatus PC-12 Center De Mexico,PILATUS MEXICO,Mexico,N
PMW,I7,Paramount Airways,PARAWAY,India,Y
PNT,"",Balmoral Central Contracts,PORTNET,South Africa,N
POR,"",Porteadora De Cosola,PORTEADORA,Mexico,N
PPK,"",Ramp 66,PELICAN,United States,N
PTS,"",Points of Call Airlines,POINTSCALL,Canada,N
PUE,"",Aeropuelche,PUELCHE,Chile,N
QQQ,"",ENTERair,"",Poland,Y
QSC,QS,African Safari Airways,ZEBRA,Kenya,N
QVR,"",Kvadro Aero,PEGASO,Kyrgyzstan,N
RAG,"",Regio Air,GERMAN LINK,Germany,N
RBD,"",Trans World Express,RED BIRD,United States,N
RBJ,"",Aeroserivios Del Bajio,AEROBAJIO,Mexico,N
REW,"",Regional Air Express,REGIONAL WINGS,Germany,N
REZ,"",Cal-West Aviation,CAL AIR,United States,N
RGL,"",Regional Air Lines,MAROC REGIONAL,Morocco,N
RIL,"",Regional Air,"",Mauritania,N
RKC,"",DAS Airlines,DAS CONGO,Democratic Republic of the Congo,N
RLU,"",Rusline,RUSLINE AIR,Russia,Y
RMP,"",Servicios De Rampa Y Mostrador,SERAMSA,Mexico,N
RNR,"",Air Cargo Masters,RUNNER,United States,N
RNY,RM,Rainbow Air US,Rainbow Air,United States,Y
ROB,7V,ROYAL BRITAIN,"",United Kingdom,N
ROC,"",Rocky Mountain Airlines,"",Canada,N
ROK,N7,National Airlines,RED ROCK,United States,N
ROP,"",Royal Oman Police,"",Oman,N
RRT,"",Transportes Aereos Sierra,SIERRA ALTA,Mexico,N
RSE,"",SNAS Aviation,RED SEA,Saudi Arabia,N
RTE,"",Aeronorte,LUZAVIA,Portugal,Y
RVC,"",Richards Aviation,RIVER CITY,United States,N
RWL,"",RWL Luftfahrtgesellschaft,RHEINTRAINER,Germany,N
RWZ,WZ,Red Wings,AIR RED,Russia,Y
RXA,ZL,Regional Express,REX,Australia,Y
SAJ,"",Golden Eagle Air Services (FAA),SAJEN,Canada,N
SAQ,"",Springbank Aviation,SPRINGBANK,Canada,N
SBC,"",Emoyeni Air Charter,SABIAN AIR,South Africa,N
SBG,"",Sabre Incorporated,"",United States,N
SDI,"",San Dima Air,FAREFLIGHT,United States,Y
SEF,"",Aero Servicios Ejecutivas Del Pacifico,SERVIPACIFICO,Mexico,N
SEH,G3,Sky Express,AIR CRETE,Greece,Y
SFC,"",Shuswap Flight Centre,SHUSWAP,Canada,N
SHD,"",Sahara Airlines,"",Algeria,Y
SHS,"",Shura Air Transport Services,SHURA AIR,Ethiopia,N
SIJ,"",Seco International,"",Japan,N
SIP,"",Air Spirit,AIR SPIRIT,United States,N
SKD,"",Sky Harbor Air Service,SKY DAWG,United States,N
SMG,"",RAF St Mawgan Search and Rescue,"",United Kingdom,N
SMW,"",Carpatair Flight Training,Smartwings,Romania,Y
SQC,SQ,Singapore Airlines Cargo,SINGCARGO,Singapore,Y
SRB,"",Solar Air,Solar Air,Thailand,Y
SRR,"",Star Air,WHITESTAR,Denmark,N
SSN,"",Airquarius Air Charter,SUNSTREAM,South Africa,N
SUI,"",Swiss Air Force,SWISS AIR FORCE,Switzerland,N
SUK,"",Superior Aviation Services,SKYCARGO,Kenya,N
SUP,"",Aerosuper,AEROSUPER,Mexico,N
SVL,"",Sevastopol-Avia,SEVAVIA,Ukraine,N
SVX,"",Security Aviation,SECURITY AIR,United States,N
SWD,A4,Southern Winds Airlines,SOUTHERN WINDS,Argentina,Y
SZA,"",Aerolineas De El Salvador,AESA,El Salvador,N
TBO,"",Aero Taxi de Los Cabos,AERO CABOS,Mexico,N
TCV,VR,TACV,CABOVERDE,Portugal,Y
TEZ,"",Tez Jet Airlines,"",Kyrgyzstan,Y
TGY,"",Trans Guyana Airways,TRANS GUYANA,Guyana,N
THG,"",Thai Global Airline,THAI GLOBAL,Thailand,N
THO,"",TACA De Honduras,LEMPIRA,Honduras,N
TIH,"",S C Ion Tiriac,TIRIAC AIR,Romania,N
TLC,"",Caribbean Express,CARIB-X,United States,N
TLU,"",Aero Toluca Internactional,AEROTOLUCA,Mexico,N
TMA,TL,Trans Mediterranean Airlines,TANGO LIMA,Lebanon,Y
TPU,"",Trans American Airlines (Trans Am),TRANS PERU,Peru,N
TRM,"",Transport Aerien de Mauritanie,SOTRANS,Mauritania,N
TSP,"",Transportes Aereos Inter,TRANSPO-INTER,Guatemala,N
TUO,"",Taxi Aereo Turistico,TURISTICO,Mexico,N
TUR,"",ATUR,"",Ecuador,Y
TUZ,"",Tuna Aero,TUNA,Sweden,N
TVR,T6,Tavrey Airlines,TAVREY,Ukraine,N
TWF,"",247 Jet Ltd,CLOUD RUNNER,United Kingdom,N
TXB,"",Bell Helicopter Textron,TEXTRON,Canada,N
TXI,"",Aereotaxis,AEREOTAXIS,Mexico,N
TXL,"",Taxi Aereo Cozatl,TAXI COZATL,Mexico,N
TXW,TQ,Texas Wings,TXW,United States,Y
TZE,"",Transporte Aereo Ernesto Saenz,TRANSPORTE SAENZ,Mexico,N
UAI,"",Union Africaine des Transports,UNAIR,Ivory Coast,N
UAL,UA,United Airlines,UNITED,United States,Y
UCS,"",United Carriers Systems,UNITED CARRIERS,United States,N
UST,"",Austro Aereo,AUSTRO AEREO,Ecuador,N
VAG,"",Vega,SEGA,Kazakhstan,N
VGF,"",Aerovista Gulf Express,VISTA GULF,United Arab Emirates,N
VIC,"",VIP Servicios Aereos Ejecutivos,VIP-EJECUTIVO,Mexico,N
VLE,VE,Volare Airlines,VOLA,Italy,Y
VLM,VG,VLM Airlines,RUBENS,Belgium,Y
VMR,"",Aero Vilamoura,AERO VILAMOURA,Portugal,N
VTG,"",Aviacao Transportes Aereos e Cargas,ATACARGO,Angola,N
VTS,"",Everts Air Alaska/Everts Air Cargo,EVERTS,United States,N
VXN,"",Sunset Aviation,VIXEN,United States,N
WAJ,"",AirAsia Japan,WING ASIA,Japan,Y
WDS,"",Four Winds Aviation,WINDS,United States,N
WML,"",Chantilly Air,MARLIN,United States,N
WTP,"",Westpoint Air,WESTPOINT,Canada,N
XAH,"",Executive Aircraft Services,"",United Kingdom,N
XAK,"",Airkenya,SUNEXPRESS,Kenya,N
XAX,D7,AirAsia X,XANADU,Malaysia,Y
XCT,"",Aero Costa Taxi Aereo,AEROCOSTAXI,Mexico,N
XDD,"",Lockheed DUATS,"",United States,N
XIA,"",Irving Oil,"",Canada,N
XLA,JN,Excel Airways,EXPO,United Kingdom,Y
XLD,"",Jeppesen Data Plan,"",United States,N
XNT,"",Notams International,"",United States,N
XPE,"",Amira Air,EXPERT,Austria,N
XSL,"",Embry-Riddle Aeronautical University,SATSLAB,United States,N
XSS,"",Aero Express Intercontinental,INTER EXPRESS,Mexico,N
XTJ,"",Advance Aviation Services,"",United States,N
XTO,"",Express Tours,EXPRESS TOURS,Canada,N
ZAN,"",Zantop International Airlines,ZANTOP,United States,N
ZCS,77,Southjet connect,"",United States,Y
AAH,AQ,Aloha Airlines,ALOHA,United States,Y
AAM,"",Aviation Management Corporation,AM CORP,United States,N
ABD,CC,Air Atlanta Icelandic,ATLANTA,Iceland,Y
ADD,"",Advanced Air Co.,"",Japan,N
ADI,"",Audeli Air,AUDELI,Spain,N
ADL,"",Aero Dynamics,COTSWOLD,United Kingdom,N
ADT,"",Air Dorval,AIR DORVAL,Canada,N
ADW,"",Air Andaman,AIR ANDAMAN,Thailand,N
ADY,"",Aerodyne,AERODYNE,United States,N
AEB,EM,Aero Benin,AEROBEN,Benin,Y
AEE,A3,Aegean Airlines,AEGEAN,Greece,Y
AEY,I9,Air Italy,AIR ITALY,Italy,Y
AFX,"",Airfreight Express, ,United Kingdom,N
AHU,"",ABC Air Hungary,ABC HUNGARY,Hungary,N
AIX,"",Aircruising Australia,CRUISER,Australia,N
AJC,"",Bar Harbor Airlines,BAR HARBOR,United States,N
AJE,"",Aero Jet Express,JET EXPRESS,Mexico,N
AJT,M6,Amerijet International,AMERIJET,United States,N
AMA,"",ATMA,ADIK,Kazakhstan,N
ANU,"",Andalus Lineas Aereas,Andalus,Spain,Y
AQT,"",Aviones de Renta de Quintana Roo, S.A. de C.V.,AVIOQUINTANA,N
ARC,"",Air Routing International Corp., ,United States,N
ART,"",Aerotal Aerolineas Territoriales de Colombia Ltda,AEROTAL,Colombia,N
ASE,PL,Airstars,MOROZOV,Russia,N
ASL,JU,Air Serbia,AIR SERBIA,Serbia,Y
ASW,"",Air Southwest Ltd.,AIRSOUTHWEST,Canada,N
AUC,"",Transaustralian Air Express,AUSCARGO,Australia,N
AUD,"",Audi Air, Inc.,AUDI AIR,N
AUH,MO,Abu Dhabi Amiri Flight,SULTAN,United Arab Emirates,Y
AUI,PS,Ukraine International Airlines,UKRAINE INTERNATIONAL,Ukraine,Y
AUJ,"",Business Flight Salzburg,AUSTROJET,Austria,N
AUK,"",AUOS,AUOS,United Kingdom,N
AWB,"",Airways International, Inc.,AIRNAT,N
AWL,"",Australian Wetleasing,AUSSIEWORLD,Australia,N
AWO,"",Awood Air Ltd.,AWOOD AIR,Canada,N
AWZ,"",AirWest, ,Sudan,N
AXD,"",Air Express,AIR SUDEX,Sudan,N
AXQ,"",Action Airlines (Action Air Charter),ACTION AIR,United States,N
AXY,6V,Axis Airways,AXIS,France,N
AZM,"",Aerocozumel,AEROCOZUMEL,Mexico,N
AZR,"",Zenith Air,ZENAIR,South Africa,N
BAF,"",Belgian Air Force,BELGIAN AIRFORCE,Belgium,N
BAR,"",Bradly Air (Charter) Services,BRADLEY,Canada,N
BBC,BG,Biman Bangladesh Airlines,BANGLADESH,Bangladesh,Y
BDA,BZ,Blue Dart Aviation,BLUE DART,India,N
BER,AB,Air Berlin,AIR BERLIN,Germany,Y
BHO,"",Bhoja Airlines,BHOJA,Pakistan,N
BHY,"",Bosphorus European Airways,BOSPHORUS,Turkey,N
BIH,BS,British International Helicopters,BRINTEL,United Kingdom,Y
BJS,"",Business Jet Solutions,SOLUTION,United States,N
BKJ,"",Barken International,BARKEN JET,United States,N
BME,"",Briggs Marine Environmental Services,BRIGGS,United Kingdom,N
BNR,"",Bonair Aviation,BONAIR,Canada,N
BOI,"",Aboitiz Air,ABAIR,Philippines,N
BOV,"",Boliviana de Aviacion (OB),BOLIVIANA,Bolivia,Y
BPO,"",Bundepolizei-Fliegertruppe,PIROL,Germany,N
BRO,"",BASE Regional Airlines,COASTRIDER,Netherlands,N
BRR,"",Mountain Air Service,MOUNTAIN AIR,United States,N
BRW,"",Bright Aviation Services,BRIGHT SERVICES,Bulgaria,N
BWI,"",Blue Wing Airlines,BLUE TAIL,Suriname,N
BXH,"",Bar XH Air,PALLISER,Canada,N
CA1,C1,CanXpress,CAX,Canada,Y
CAK,"",Congo Air,"",Bahamas,N
CAO,"",Air China Cargo,AIRCHINA FREIGHT,China,N
CAV,MO,Calm Air,CALM AIR,Canada,N
CAX,"",Central Air Express,CENTRAL EXPRESS,Democratic Republic of Congo,N
CBE,"",Aerovias Caribe,AEROCARIBE,Mexico,N
CEB,5J,Cebu Pacific,CEBU AIR,Philippines,Y
CES,MU,China Eastern Airlines,CHINA EASTERN,China,Y
CFN,"",Church Fenton Flying Training Unit,CHURCH FENTON,United Kingdom,N
CFR,"",Africa One,"",Democratic Republic of the Congo,N
CKA,"",Cook Inlet Aviation,COOK-AIR,United States,N
CKK,CK,China Cargo Airlines,CARGO KING,China,N
CLI,XG,Calima Aviacion,CALIMA,Spain,Y
CMH,"",Commair Aviation,COMMODORE,United Kingdom,N
CMZ,"",CM Stair,CEE-EM STAIRS,Mauritania,N
COD,"",Concordavia,CONCORDAVIA,Ukraine,N
CPJ,"",Baltimore Air Transport,CORPJET,United States,N
CQH,9S,Spring Airlines,AIR SPRING,China,Y
CQN,OQ,Chongqing Airlines,CHONG QING,China,Y
CRZ,"",Cruzeiro do Sul Servicos Aereos,"",Brazil,N
CSC,3U,Sichuan Airlines,SI CHUAN,China,Y
CSO,"",Casino Airline,CASAIR,United States,N
CTA,"",Aero Charter and Transport,CHAR-TRAN,United States,N
CTM,"",Commandement Du Transport Aerien Militaire Francais,COTAM,France,N
CTN,OU,Croatia Airlines,CROATIA,Croatia,Y
CVL,"",Coval Air,COVAL,Canada,N
CVR,"",Chevron U.S.A,CHEVRON,United States,N
CYH,3Q,Yunnan Airlines,YUNNAN,China,Y
DAK,"",First Flying,"",Japan,Y
DCL,"",Transportes Aereos Don Carlos,DON CARLOS,Chile,N
DEF,"",Aviation Defense Service,TIRPA,France,N
DFA,"",Aero Coach Aviation,AERO COACH,United States,N
DIA,"",Direct Air,BLUE SKY,United States,N
DIR,AW,Dirgantara Air Service,DIRGANTARA,Indonesia,N
DJB,D8,Djibouti Airlines,DJIBOUTI AIR,Djibouti,Y
DLK,"",Deccan Aviation (Lanka),DEKKANLANKA,Sri Lanka,N
DML,"",Aerotaxis Dosmil,"",Mexico,N
DNY,"",Danish Navy,DANISH NAVY,Denmark,N
DOI,"",U.S. Department of the Interior,INTERIOR,United States,N
DOP,"",Dancopter,DANCOPTER,Denmark,N
DSN,"",DESNA,DESNA,Ukraine,N
DSR,WD,DAS Air Cargo,DAIRAIR,Uganda,N
DTH,SF,Tassili Airlines,TASSILI AIR,Algeria,N
DWA,KP,Dense Airways,DENSE,United States,Y
DWN,"",Dawn Air,DAWN AIR,United States,N
EAB,"",Swiss Eagle,SWISS EAGLE,Switzerland,N
EAF,E7,European Aviation Air Charter,EUROCHARTER,United Kingdom,N
EAY,EE,Aero Airlines,REVAL,Estonia,N
ENZ,"",Jota Aviation,ENZO,United Kingdom,Y
ERH,"",Era Helicopters,ERAH,United States,N
ETL,"",Patterson Aviation Company,ENTEL,United States,N
ETM,"",Etram Air Wing,ETRAM,Angola,N
EUD,"",Air Italy Egypt,"",Egypt,Y
EVA,BR,EVA Air,EVA,Taiwan,Y
EXG,"",Air Exchange,EXCHANGE,United States,N
EXS,LS,Jet2.com,CHANNEX,United Kingdom,Y
EXW,"",Executive Airlines Services,ECHOLINE,Nigeria,N
FAP,"",Parsons Airways Northern,"",Canada,N
FAT,"",Farnair Switzerland,FARNER,Switzerland,N
FAU,"",Falcon Airline,FALCON AIRLINE,Nigeria,N
FAW,"",Falwell Aviation,FALWELL,United States,N
FDO,"",France Douanes,FRENCH CUSTOM,France,N
FES,"",Aero Taxis Y Servicios Alfe,AERO ALFE,Mexico,N
FFA,"",Avialesookhrana,AVIALESOOKHRANA,Russia,N
FGT,"",Aero Freight,FREIAERO,Mexico,N
FHL,"",Fast Helicopters,FINDON,United Kingdom,N
FJS,"",Florida Jet Service,FLORIDAJET,United States,N
FLS,"",Fairlines,FAIRLINE,Netherlands,N
FNA,"",Norlandair,NORLAND,Iceland,Y
FNG,"",Frontier Guard,FINNGUARD,Finland,N
FPO,"",Europe Airpost,FRENCH POST,France,N
FPS,"",Flightpass Limited,FLIGHTPASS,United Kingdom,N
FRC,"",Icare Franche Compte,FRANCHE COMPTE,France,N
FTI,"",FTI Fluggesellschaft,"",Germany,N
FTS,"",First Sabre,FIRST SABRE,Mexico,N
FUA,FH,Futura International Airways,FUTURA,Spain,N
GCO,GR,Gemini Air Cargo,GEMINI,United States,N
GFI,8B,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda,N
GGE,"",Gobierno De Guinea Ecuatorial,"",Equatorial Guinea,N
GGN,ZX,Air Georgian,GEORGIAN,Canada,N
GLG,2K,Aerolineas Galapagos (Aerogal),AEROGAL,Ecuador,Y
GND,"",Grand Airways,GRAND VEGAS,United States,N
GOJ,"",EuroJet Aviation,GOJET,United Kingdom,N
GOR,"",Gorlitsa Airlines,GORLITSA,Ukraine,N
GOW,G8,Go Air,GOAIR,India,Y
GRR,"",Agroar - Trabalhos Aereos,AGROAR,Portugal,N
GUI,3X,Aguilar Connect,Moonexpress,Chile,N
GWS,"",General Airways,GENAIR,South Africa,N
HAU,"",Skyhaul,SKYHAUL,Japan,N
HAW,"",Bangkok Aviation Center,THAI HAWK,Thailand,N
HEA,"",Heliavia-Transporte Aereo,HELIAVIA,Portugal,N
HEX,"",Honiara Cargo Express,HONIARA CARGO,Solomon Islands,N
HIP,"",Starship,STARSA,Mexico,N
HJT,"",Al Rais Cargo,AL-RAIS CARGO,United Arab Emirates,N
HLP,"",Helipistas,HELIPISTAS,Spain,N
HMC,"",Heliamerica De Mexico,HELIAMERICA,Mexico,N
HMM,"",Hamra Air,HAMRA,United Arab Emirates,N
HMV,"",Homac Aviation,HOMAC,Luxembourg,N
HOM,"",Aero Homex,AERO HOMEX,Mexico,N
HTL,"",Jet Link Aviation,HEARTLAND,United States,N
HUC,"",Aerloineas de Techuacan,LINEAS TEHUACAN,Mexico,N
HZA,BN,Horizon Airlines,"",Australia,Y
IAI,"",Israel Aircraft Industries,ISRAEL AIRCRAFT,Israel,N
IEP,"",Elipiu',ELIPIU,Italy,N
IIA,"",AIR INDOCHINE,"",Vietnam,Y
IIL,"",India International Airways,INDIA INTER,India,N
ILP,"",Ilpo Aruba Cargo,"",Aruba,N
INL,"",Intal Avia,INTAL AVIA,Kyrgyzstan,N
INO,"",Aeroservicios Intergrados de Norte,INTENOR,Mexico,N
IRL,"",Irish Air Corps,IRISH,Ireland,N
IRX,"",Aria Tour,ARIA,Iran,N
IST,"",Istanbul Airlines,ISTANBUL,Turkey,N
J88,N4,Regionalia México,"",Mexico,Y
JBU,B6,JetBlue Airways,JETBLUE,United States,Y
JCI,"",Jordan International Air Cargo,"",Jordan,N
JEA,"",Jet Air,JETA,Poland,N
JLX,"",Jetlink Express,KEN JET,Kenya,N
JOB,"",Aerojobeni,JOBENI,Mexico,N
JST,JQ,Jetstar Airways,JETSTAR,Australia,Y
JUB,"",Jubba Airways,JUBBA,Somali Republic,N
JUS,U7,USA Jet Airlines,JET USA,United States,N
KFK,"",Aero Charter Krifka,KRIFKA AIR,Austria,N
KFR,IT,Kingfisher Airlines,KINGFISHER,India,Y
KGC,"",Peach Air,GOLDCREST,United Kingdom,N
KHE,"",Kanfey Ha'emek Aviation,KANFEY HAEMEK,Israel,N
